,Unnamed: 0,latitude,longitude,geoname_id,location_type_name,location_type_code,location_details
4823,4823,1.2876,103.84014,11593985,hospital,HSP,"Singapore Thong Chai Medical Institution, Phuket Island, Hat Yai, Bangkok"
4831,4831,21.97473,96.08359,1311874,seat of a first-order administrative division,PPLA,"Yangon, Mandalay"
4832,4832,16.80528,96.15611,1298824,seat of a first-order administrative division,PPLA,"Yangon, Mandalay"
4841,4841,8.86134,80.47576,1225017,second-order administrative division,ADM2,Vavuniya
4844,4844,7.75,80.25,1237978,second-order administrative division,ADM2,Kurunegela
4845,4845,7.2507,79.9509,1237460,populated place,PPL,Gampaha
4846,4846,-2.0,-79.83333,3657505,first-order administrative division,ADM1,Canar and Naranjal river
4847,4847,-2.65786,-79.76595,3653878,stream,STM,Canar and Naranjal river
4857,4857,14.64953,120.96788,1720151,populated place,PPL,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4858,4858,14.6042,120.9822,1701668,capital of a political entity,PPLC,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4859,4859,10.31672,123.89071,1717512,seat of a first-order administrative division,PPLA,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4860,4860,16.41639,120.59306,1728930,seat of a first-order administrative division,PPLA,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4861,4861,10.69694,122.56444,1711005,seat of a second-order administrative division,PPLA2,"Manila, Caloocan, Baguio, Iloilo, and Cebu"
4863,4863,17.0,96.16667,1298822,first-order administrative division,ADM1,"Thanlyin Township, Yangon"
4866,4866,16.765,96.24722,6262447,populated place,PPL,Bei Fuli Township
4872,4872,24.65178,91.94175,11594230,factory,MFG,Sylhet
4875,4875,34.45993,72.50237,1168873,first-order administrative division,ADM1,Azad Kashmir and NWPF
4876,4876,33.94718,73.9104,1184196,first-order administrative division,ADM1,Azad Kashmir and NWPF
4877,4877,21.97473,96.08359,1311874,seat of a first-order administrative division,PPLA,Mandalay
4879,4879,17.0,96.16667,1298822,first-order administrative division,ADM1,Yangon 
4881,4881,17.0,96.16667,1298822,first-order administrative division,ADM1,Yangon region
4882,4882,30.5128,70.8492,1163723,dam,DAM,Muzaffargarh
4883,4883,25.10955,62.34175,11594600,pier,PIER,Gwadar
4884,4884,6.98472,81.05639,1225265,first-order administrative division,ADM1,Northern region
4885,4885,6.75,80.5,1228435,first-order administrative division,ADM1,Northern region
4886,4886,7.33333,80.75,1249296,first-order administrative division,ADM1,Northern region
4887,4887,8.60614,81.20201,8133521,first-order administrative division,ADM1,Northern region
4888,4888,6.83333,80.08333,1223421,first-order administrative division,ADM1,Northern region
4889,4889,6.16667,80.75,1227618,first-order administrative division,ADM1,Northern region
4890,4890,7.75,80.16667,1232860,first-order administrative division,ADM1,Northern region
4891,4891,8.33333,80.5,1232870,first-order administrative division,ADM1,Northern region
4892,4892,8.33333,80.5,1251080,second-order administrative division,ADM2,Northern region
4893,4893,6.8664,80.0166,1248990,second-order administrative division,ADM2,Northern region
4894,4894,6.6031,80.1026,1241963,second-order administrative division,ADM2,Northern region
4895,4895,6.1329,80.528,1235845,second-order administrative division,ADM2,Northern region
4896,4896,6.25,81.16667,1244925,second-order administrative division,ADM2,Northern region
4897,4897,6.9785,80.7133,1232781,second-order administrative division,ADM2,Northern region
4898,4898,7.0833,81.75,1251460,second-order administrative division,ADM2,Northern region
4899,4899,6.5108,80.1656,7556700,third-order administrative division,ADM3,Northern region
4900,4900,7.4909,80.3712,8355293,fourth-order administrative division,ADM4,Northern region
4901,4901,6.151,80.7643,1223114,populated place,PPL,Matara and Hambantota Districts
4902,4902,6.2502,80.7634,1235225,populated place,PPL,Matara and Hambantota Districts
4903,4903,6.02338,80.79738,1227037,populated place,PPL,Matara and Hambantota Districts
4905,4905,7.0061,79.9368,1241412,populated place,PPL,Colombo and Gambaha districts
4906,4906,6.9275,79.9737,1244245,populated place,PPL,Colombo and Gambaha districts
4907,4907,6.8408,79.9664,1238999,populated place,PPL,Colombo and Gambaha districts
4908,4908,7.0112,79.8842,1240477,populated place,PPL,Colombo and Gambaha districts
4909,4909,7.0047,79.96,1242662,populated place,PPL,Colombo and Gambaha districts
4923,4923,34.54167,73.35,1175482,valley,VAL,"River Kunhar, District Mansehra, Khyber Pakhtunkhwa"
4924,4924,34.77675,73.5253,1175483,populated place,PPL,Rawalpindi to Khunjrab Pass
4925,4925,36.46632,74.89415,1168302,populated place,PPL,Rawalpindi to Khunjrab Pass
4926,4926,35.91869,74.31245,1178338,seat of a first-order administrative division,PPLA,Rawalpindi to Khunjrab Pass
4927,4927,33.99997,72.93409,1177107,seat of a second-order administrative division,PPLA2,Rawalpindi to Khunjrab Pass
4928,4928,33.6007,73.0679,1166993,seat of a second-order administrative division,PPLA2,Rawalpindi to Khunjrab Pass
4929,4929,34.33023,73.19679,1170951,seat of a second-order administrative division,PPLA2,Rawalpindi to Khunjrab Pass
4930,4930,35.41172,74.10352,1181138,seat of a second-order administrative division,PPLA2,Rawalpindi to Khunjrab Pass
4934,4934,23.56967,90.51234,11594247,bridge,BDG,Dhaleswari River
4935,4935,6.12079,81.10561,11594098,port,PRT,Hambantota
4936,4936,6.12079,81.10561,11594098,port,PRT,Hambantota
4937,4937,6.12079,81.10561,11594098,port,PRT,Hambantota
4938,4938,4.70652,115.07002,11594069,school,SCH,Temburong District 
4939,4939,9.16667,80.41667,7671049,first-order administrative division,ADM1,Moragahakanda
4940,4940,8.33333,80.5,1232870,first-order administrative division,ADM1,Moragahakanda
4941,4941,8.60614,81.20201,8133521,first-order administrative division,ADM1,Moragahakanda
4942,4942,7.70472,80.78306,10793686,reservoir(s),RSV,Moragahakanda
4950,4950,4.0,97.0,1215638,first-order administrative division,ADM1,Aceh
4951,4951,1.1215,97.6181,1214404,island,ISL,Aceh
4952,4952,33.65384,73.01256,11594301,building(s),BLDG,Islamabad
4954,4954,-3.98202,-79.26381,11610186,power station,PS,Loja province
4955,4955,-17.39481,-66.14678,7010409,college,SCHC,Cochabamba
4965,4965,-12.04318,-77.02824,3936456,capital of a political entity,PPLC,Lima
4966,4966,26.13333,68.76667,1164807,first-order administrative division,ADM1,"Sind, Balochistan"
4967,4967,28.47849,65.64355,1183606,first-order administrative division,ADM1,"Sind, Balochistan"
4968,4968,28.30378,70.62745,1181030,area,AREA,"Sind, Balochistan"
4970,4970,-12.04318,-77.02824,3936456,capital of a political entity,PPLC,Lima
4980,4980,-8.5,115.0,1650535,first-order administrative division,ADM1,Bali
4986,4986,-11.65,20.45,876233,populated place,PPL,"Lobito, Luau"
4987,4987,-12.8525,15.56056,3351500,populated place,PPL,"Lobito, Luau"
4988,4988,-10.70727,22.22466,876177,populated place,PPL,"Lobito, Luau"
4989,4989,-12.15,18.08333,3349181,populated place,PPL,"Lobito, Luau"
4990,4990,-12.3644,13.53601,3347939,populated place,PPL,"Lobito, Luau"
4991,4991,-13.01667,14.63333,3348581,populated place,PPL,"Lobito, Luau"
4992,4992,-12.15,17.28333,3350372,populated place,PPL,"Lobito, Luau"
4993,4993,-11.21762,21.64531,876200,populated place,PPL,"Lobito, Luau"
4994,4994,-12.85636,15.06354,9383261,populated place,PPL,"Lobito, Luau"
4995,4995,-12.23333,16.78333,3349080,populated place,PPL,"Lobito, Luau"
4996,4996,-13.03333,14.25,3349229,populated place,PPL,"Lobito, Luau"
4997,4997,-12.82494,14.92823,3345910,populated place,PPL,"Lobito, Luau"
4998,4998,-12.01667,17.48333,3351014,populated place,PPL,"Lobito, Luau"
4999,4999,-12.90667,15.25333,3347853,populated place,PPL,"Lobito, Luau"
5000,5000,-12.55,16.33333,3349723,populated place,PPL,"Lobito, Luau"
5001,5001,-12.77611,15.73917,3348313,seat of a first-order administrative division,PPLA,"Lobito, Luau"
5002,5002,-12.38333,16.93333,3348078,seat of a first-order administrative division,PPLA,"Lobito, Luau"
5003,5003,-12.57626,13.40547,3351663,seat of a first-order administrative division,PPLA,"Lobito, Luau"
5004,5004,-11.78333,19.91667,3347719,seat of a first-order administrative division,PPLA,"Lobito, Luau"
5019,5019,-9.50855,147.23249,11610805,hospital,HSP,Taurama
5022,5022,-19.5,169.5,2134739,first-order administrative division,ADM1,Talfea province
5023,5023,-19.78333,-174.45,4032636,islands,ISLS,Ha'apai
5024,5024,-19.78333,-174.45,4032637,first-order administrative division,ADM1,"Tongatapu, Vava_„Žu, Ha_„Žapai and Eua"
5025,5025,-21.3632,-174.92972,7668021,first-order administrative division,ADM1,"Tongatapu, Vava_„Žu, Ha_„Žapai and Eua"
5026,5026,-18.66667,-174.0,4032231,first-order administrative division,ADM1,"Tongatapu, Vava_„Žu, Ha_„Žapai and Eua"
5027,5027,-21.13333,-175.2,4032279,first-order administrative division,ADM1,"Tongatapu, Vava_„Žu, Ha_„Žapai and Eua"
5028,5028,-18.66667,-174.0,4032231,first-order administrative division,ADM1,Vava'u
5029,5029,-18.6506,-173.98404,4032420,seat of a first-order administrative division,PPLA,Vava'u
5030,5030,-21.15425,-175.21951,9072550,hospital,HSP,Nuku'alofa
5031,5031,-21.10101,-175.33766,4032563,populated place,PPL,Kolovai
5034,5034,-17.73865,168.31721,11612100,building(s),BLDG,Port Vila
5035,5035,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5036,5036,-17.74558,168.31537,11611603,building(s),BLDG,Port Vila
5037,5037,-17.7261,168.31215,11611602,school,SCH,Port Vila
5038,5038,-16.10623,167.4186,11611604,school,SCH,Port Vila
5039,5039,-15.48915,167.19317,11611078,college,SCHC,Port Vila
5040,5040,-17.7232,168.30431,11611600,college,SCHC,Port Vila
5043,5043,-17.73425,168.32413,11611825,university,UNIV,Port Vila
5046,5046,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5051,5051,-21.13783,-175.20663,11611087,school,SCH,Nuku'alofa
5052,5052,-21.13783,-175.20663,11611087,school,SCH,Nuku'alofa
5053,5053,-21.13264,-175.19824,11612096,building(s),BLDG,Nuku'alofa
5054,5054,-21.13938,-175.2018,4032402,capital of a political entity,PPLC,Nuku'alofa
5056,5056,-21.13305,-175.19829,11610839,office building,BLDO,Nuku'alofa
5059,5059,-21.13783,-175.20663,11611087,school,SCH,Nuku'alofa
5060,5060,-21.18478,-175.22468,11544163,college,SCHC,Nuku'alofa
5062,5062,-21.13333,-175.2,4032279,first-order administrative division,ADM1,"Tongatapu, Vava'u"
5063,5063,-18.64604,-173.9867,11610947,hospital,HSP,"Tongatapu, Vava'u"
5064,5064,-21.19159,-175.18234,11610943,medical center,CTRM,"Tongatapu, Vava'u"
5071,5071,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5072,5072,-17.73654,168.31285,11610806,library,LIBR,Port Vila
5073,5073,-17.73738,168.31458,11610827,office building,BLDO,Tanna
5074,5074,-17.74558,168.31537,11611603,building(s),BLDG,Tanna
5075,5075,-17.74245,168.32113,11611442,hospital,HSP,Port Vila
5077,5077,-7.0106,146.9672,2090468,first-order administrative division,ADM1,Morobe
5080,5080,-4.16667,152.45,2097930,islands,ISLS,Duke of York
5081,5081,-9.50855,147.23249,11610805,hospital,HSP,Taurama
5083,5083,-4.35055,152.00698,11610648,university,UNIV,East New Britain
5084,5084,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5085,5085,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5086,5086,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5087,5087,-17.73425,168.32413,11611825,university,UNIV,Port Vila
5088,5088,-18.07986,178.45885,11243223,populated place,PPL,"Tacirua East, Suva"
5093,5093,-5.85746,144.23058,2090409,seat of a first-order administrative division,PPLA,Mount Hagen
5095,5095,21.97473,96.08359,1311874,seat of a first-order administrative division,PPLA,Mandalay
5102,5102,-10.0,148.0,2133763,first-order administrative division,ADM1,Port Moresby
5103,5103,-5.0,145.5,2091993,first-order administrative division,ADM1,Madang
5104,5104,-6.5,145.58333,2097855,first-order administrative division,ADM1,Mount Hagen
5105,5105,-6.5,143.58333,2086331,first-order administrative division,ADM1,Mount Hagen
5106,5106,-5.75,144.25,2083551,first-order administrative division,ADM1,Mount Hagen
5107,5107,-9.42597,147.18702,11611557,building(s),BLDG,Waigani
5110,5110,-17.73381,168.32188,2135171,capital of a political entity,PPLC,Port Vila
5112,5112,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5113,5113,-5.0,145.5,2091993,first-order administrative division,ADM1,Madang
5114,5114,-9.3772,147.2483,2099200,prison,PRN,Port Moresby
5115,5115,22.21996,91.82798,11594239,facility,FCL,Chittagong
5116,5116,-5.52161,145.37062,2084527,populated place,PPL,Madang
5117,5117,-5.53333,145.16667,8657192,second-order administrative division,ADM2,Madang
5118,5118,-5.62401,119.55082,11593836,power station,PS,South Sulawesi
5119,5119,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5120,5120,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5122,5122,-10.11885,123.9637,8393587,fourth-order administrative division,ADM4,East Nusa Tenggara
5123,5123,-8.552,121.2587,7610879,fourth-order administrative division,ADM4,East Nusa Tenggara
5124,5124,-10.20718,123.64255,8392568,fourth-order administrative division,ADM4,East Nusa Tenggara
5126,5126,-6.0,155.0,2089470,first-order administrative division,ADM1,Bougainville
5127,5127,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5134,5134,-9.44314,147.17972,2088122,capital of a political entity,PPLC,Port Moresby
5137,5137,-9.47625,147.19531,11610646,hospital,HSP,Port Moresby
5138,5138,-9.46391,147.18062,11610656,school,SCH,Port Moresby
5140,5140,-18.05509,178.67906,2204989,populated place,PPL,Kiuva village
5150,5150,10.48801,-66.87919,3646738,capital of a political entity,PPLC,Ciudad Tiuna in Caracas
5156,5156,46.95759,79.94305,11608654,mine(s),MN,Aktogay
5158,5158,40.32191,73.4267,11611132,populated place,PPL,"Datka,Kemin "
5159,5159,41.06275,74.78052,7649245,second-order administrative division,ADM2,"Datka,Kemin "
5160,5160,40.64095,73.49411,9165129,second-order administrative division,ADM2,"Datka,Kemin "
5161,5161,40.55,73.3,7667445,second-order administrative division,ADM2,"Datka,Kemin "
5162,5162,42.21667,75.75,9165773,second-order administrative division,ADM2,"Datka,Kemin "
5163,5163,42.84199,75.2978,10291336,second-order administrative division,ADM2,"Datka,Kemin "
5164,5164,42.78611,75.69167,1528606,seat of a second-order administrative division,PPLA2,"Datka,Kemin "
5166,5166,17.13675,-61.79267,3575954,airport,AIRP,St. Johns
5167,5167,17.63333,-61.83333,3576311,seat of a first-order administrative division,PPLA,Barbuda
5168,5168,26.46504,-77.13432,3572947,island,ISL,North Abaco
5169,5169,26.88553,-77.70552,3572074,island,ISL,North Abaco
5170,5170,37.83333,69.0,1347488,first-order administrative division,ADM1,Dunshanbe
5171,5171,40.0,69.0,1221092,first-order administrative division,ADM1,Dunshanbe
5172,5172,39.16074,68.81676,1222268,populated place,PPL,Dunshanbe
5173,5173,38.57191,68.98977,1334187,populated place,PPL,Dunshanbe
5174,5174,38.53575,68.77905,1221874,capital of a political entity,PPLC,Dunshanbe
5175,5175,40.28256,69.62216,1514879,seat of a first-order administrative division,PPLA,Dunshanbe
5176,5176,39.77447,68.80929,1220571,seat of a second-order administrative division,PPLA2,Dunshanbe
5178,5178,39.65154,66.9645,11608718,college,SCHC,Samarkand
5182,5182,22.7545,-74.20415,3572620,seat of a first-order administrative division,PPLA,Crooked Island
5184,5184,12.48292,-61.45597,3580215,seat of a first-order administrative division,PPLA,Carriacou
5186,5186,17.10328,-61.78485,11608934,stadium,STDM,St. John's
5187,5187,10.64149,-61.39939,11608942,university,UNIV,St. Augustine
5189,5189,10.31251,-61.42115,11608907,building(s),BLDG,"Cocorite, Gasparillo"
5190,5190,10.40554,-61.41565,11609399,hospital,HSP,"Preysal, Couva"
5191,5191,25.05437,-77.35982,11608887,stadium,STDM,Nassau
5192,5192,25.03333,-77.28333,3571815,first-order administrative division,ADM1,Nassau
5193,5193,25.05823,-77.34306,3571824,capital of a political entity,PPLC,Nassau
5194,5194,25.04571,-77.46621,3571821,airport,AIRP,Nassau
5195,5195,25.07333,-77.39778,11608926,resort,RSRT,New Providence
5197,5197,25.05437,-77.35982,11608887,stadium,STDM,Queen Elizabeth's Sports Centre; Nassau
5200,5200,10.63819,-61.40132,8709976,college,SCHC,University of West Indies St. Augustine Campus
5204,5204,18.02343,-76.74954,9293963,garden(s),GDN,Kingston
5206,5206,17.99702,-76.79358,3489854,capital of a political entity,PPLC,Kingston
5211,5211,17.10328,-61.78485,11608934,stadium,STDM,St. John's
5212,5212,10.66668,-61.51889,3573890,capital of a political entity,PPLC,Central Bank Auditorium 
5215,5215,10.64149,-61.39939,11608942,university,UNIV,St. Augustine
5217,5217,15.58333,-61.46667,3575654,seat of a first-order administrative division,PPLA,"One Mile, Portsmouth"
5222,5222,15.30189,-61.38444,9063957,stadium,STDM,Roseau
5227,5227,15.29198,-61.37821,11608912,school,SCH,Roseau
5228,5228,15.36357,-61.39701,3575733,populated place,PPL,"Roseau, Portsmouth"
5229,5229,15.51361,-61.46679,3575825,populated place,PPL,"Roseau, Portsmouth"
5230,5230,15.43333,-61.45,3575612,populated place,PPL,"Roseau, Portsmouth"
5231,5231,15.30174,-61.38808,3575635,capital of a political entity,PPLC,"Roseau, Portsmouth"
5232,5232,15.58333,-61.46667,3575654,seat of a first-order administrative division,PPLA,"Roseau, Portsmouth"
5234,5234,15.29204,-61.36817,11608931,school,SCH,Roseau
5236,5236,6.1241,81.1185,1244926,populated place,PPL,Hambanota 
5237,5237,12.01385,-61.76726,3580288,populated place,PPL,Soubise
5238,5238,12.1,-61.61667,3579879,populated place,PPL,Soubise
5239,5239,12.05,-61.73333,3580063,populated place,PPL,Soubise
5240,5240,18.47262,-77.63319,8555722,stadium,STDM,Trelawny
5241,5241,18.52044,-77.82171,9166332,building(s),BLDG,Kingston
5258,5258,18.01622,-76.82733,11609978,clinic,HSPC,Kingston
5262,5262,10.6636,-61.51041,11609885,theater,THTR,Port of Spain
5264,5264,39.8,66.43333,1114927,first-order administrative division,ADM1,Tashkent; Samarkand Region
5265,5265,41.26465,69.21627,1512569,capital of a political entity,PPLC,Tashkent; Samarkand Region
5272,5272,37.83333,69.0,1347488,first-order administrative division,ADM1,Lolazor-Khatlon
5273,5273,38.57191,68.98977,1334187,populated place,PPL,Lolazor-Khatlon
5274,5274,40.52972,69.20222,1514274,populated place,PPL,Dushanbe-Chanak
5275,5275,39.20686,68.62431,1220405,populated place,PPL,Dushanbe-Chanak
5276,5276,38.53575,68.77905,1221874,capital of a political entity,PPLC,Dushanbe-Chanak
5277,5277,40.28256,69.62216,1514879,seat of a first-order administrative division,PPLA,Dushanbe-Chanak
5278,5278,39.50987,63.84602,1217081,second-order administrative division,ADM2,Dushanbe-Chanak
5279,5279,38.35096,68.58544,8238387,second-order administrative division,ADM2,Dushanbe-Chanak
5280,5280,39.29536,68.78884,8216045,second-order administrative division,ADM2,Dushanbe-Chanak
5281,5281,40.42716,69.74396,8209860,second-order administrative division,ADM2,Dushanbe-Chanak
5282,5282,40.00212,69.01453,8216028,second-order administrative division,ADM2,Dushanbe-Chanak
5283,5283,39.9142,69.00328,1220253,seat of a second-order administrative division,PPLA2,Dushanbe-Chanak
5284,5284,5.35859,162.96431,11611607,bridge,BDG,"Kosrae, Okat"
5285,5285,5.35859,162.96431,11611607,bridge,BDG,Kosrae
5295,5295,6.964,158.2056,2081550,first-order administrative division,ADM1,"Chuuk, Pohnpei"
5296,5296,7.44077,151.85431,2082282,first-order administrative division,ADM1,"Chuuk, Pohnpei"
5297,5297,6.86759,158.31277,7626923,second-order administrative division,ADM2,"Chuuk, Pohnpei"
5302,5302,6.964,158.2062,4043034,seat of a first-order administrative division,PPLA,Pohnpei
5304,5304,7.44957,151.85015,7669153,hospital,HSP," Da Qiuke, Chuuk State Hospita"
5305,5305,5.32655,163.01042,4043030,school,SCH,Kosrae
5306,5306,6.9666,158.21282,11612101,building(s),BLDG,Pohnpei
5308,5308,6.92477,158.16109,2081986,capital of a political entity,PPLC,Pohnpei
5309,5309,40.28256,69.62216,1514879,seat of a first-order administrative division,PPLA,"Khujand, Ayni"
5310,5310,39.65,68.78,7670512,second-order administrative division,ADM2,"Khujand, Ayni"
5311,5311,40.10486,69.3311,8216026,second-order administrative division,ADM2,"Khujand, Ayni"
5312,5312,40.42716,69.74396,8209860,second-order administrative division,ADM2,"Khujand, Ayni"
5313,5313,39.29536,68.78884,8216045,second-order administrative division,ADM2,"Khujand, Ayni"
5314,5314,39.83106,69.15645,8216029,second-order administrative division,ADM2,"Khujand, Ayni"
5315,5315,40.00212,69.01453,8216028,second-order administrative division,ADM2,"Khujand, Ayni"
5316,5316,39.39406,68.53766,1222222,seat of a second-order administrative division,PPLA2,"Khujand, Ayni"
5317,5317,13.75442,-60.94391,11608921,stadium,STDM,Vieux Fort
5318,5318,13.71667,-60.95,3576414,seat of a first-order administrative division,PPLA,Vieux Fort
5320,5320,38.53575,68.77905,1221874,capital of a political entity,PPLC,"Dushanbe, Kulma"
5321,5321,38.375,69.32488,7670570,second-order administrative division,ADM2,"Dushanbe, Kulma"
5322,5322,38.08511,69.26995,8221235,second-order administrative division,ADM2,"Dushanbe, Kulma"
5323,5323,38.83333,69.33333,1220854,second-order administrative division,ADM2,"Dushanbe, Kulma"
5324,5324,38.09578,69.33998,1221965,seat of a second-order administrative division,PPLA2,"Dushanbe, Kulma"
5325,5325,40.47237,71.72463,1513243,populated place,PPL,"Fergana, Margilan, and Andizhan"
5326,5326,40.78206,72.34424,1514588,seat of a first-order administrative division,PPLA,"Fergana, Margilan, and Andizhan"
5327,5327,40.38421,71.78432,1514019,seat of a first-order administrative division,PPLA,"Fergana, Margilan, and Andizhan"
5328,5328,40.5,71.83333,1512646,second-order administrative division,ADM2,"Fergana, Margilan, and Andizhan"
5329,5329,40.66667,72.25,1513270,second-order administrative division,ADM2,"Fergana, Margilan, and Andizhan"
5330,5330,40.52361,72.06167,1538298,second-order administrative division,ADM2,"Fergana, Margilan, and Andizhan"
5337,5337,6.91006,158.15703,11611904,stadium,STDM,Truk
5340,5340,38.34146,66.44099,11603284,factory,MFG,Dehkanabad
5342,5342,39.50987,63.84602,1217081,second-order administrative division,ADM2,Karakul
5344,5344,52.20515,77.19741,11608657,factory,MFG,Pavlodar
5345,5345,45.0,77.91667,1537162,first-order administrative division,ADM1,Almaty and East Kazakhstan
5346,5346,48.83333,81.5,1517381,first-order administrative division,ADM1,Almaty and East Kazakhstan
5348,5348,38.53575,68.77905,1221874,capital of a political entity,PPLC,Dushanbe
5361,5361,40.54446,72.79387,10300944,first-order administrative division,ADM1,Osh; Batken; Isfana; Kuaka; Balykchy
5362,5362,40.26597,72.61834,1528339,populated place,PPL,Osh; Batken; Isfana; Kuaka; Balykchy
5363,5363,39.88349,70.17232,1222580,populated place,PPL,Osh; Batken; Isfana; Kuaka; Balykchy
5364,5364,42.46017,76.18709,1527004,populated place,PPL,Osh; Batken; Isfana; Kuaka; Balykchy
5365,5365,40.31248,71.27253,8376186,populated place,PPL,Osh; Batken; Isfana; Kuaka; Balykchy
5366,5366,40.25684,72.12793,1527719,populated place,PPL,Osh; Batken; Isfana; Kuaka; Balykchy
5367,5367,39.94319,71.34184,1222635,populated place,PPL,Osh; Batken; Isfana; Kuaka; Balykchy
5368,5368,40.12767,71.72351,1528336,populated place,PPL,Osh; Batken; Isfana; Kuaka; Balykchy
5369,5369,39.97538,70.56958,1222687,populated place,PPL,Osh; Batken; Isfana; Kuaka; Balykchy
5370,5370,40.52828,72.7985,1527534,seat of a first-order administrative division,PPLA,Osh; Batken; Isfana; Kuaka; Balykchy
5371,5371,40.06259,70.81939,1528735,seat of a first-order administrative division,PPLA,Osh; Batken; Isfana; Kuaka; Balykchy
5372,5372,39.83333,69.75,1222597,second-order administrative division,ADM2,Osh; Batken; Isfana; Kuaka; Balykchy
5373,5373,40.0,71.58333,1222671,second-order administrative division,ADM2,Osh; Batken; Isfana; Kuaka; Balykchy
5374,5374,39.75,71.0,1222703,second-order administrative division,ADM2,Osh; Batken; Isfana; Kuaka; Balykchy
5375,5375,40.09327,70.58365,8213700,second-order administrative division,ADM2,Osh; Batken; Isfana; Kuaka; Balykchy
5376,5376,40.00212,69.01453,8216028,second-order administrative division,ADM2,Osh; Batken; Isfana; Kuaka; Balykchy
5377,5377,39.9599,70.48451,8382860,seat of a third-order administrative division,PPLA3,Osh; Batken; Isfana; Kuaka; Balykchy
5378,5378,39.84434,70.01474,1222640,seat of a third-order administrative division,PPLA3,Osh; Batken; Isfana; Kuaka; Balykchy
5379,5379,39.83895,69.5276,1222662,seat of a second-order administrative division,PPLA2,Osh; Batken; Isfana; Kuaka; Balykchy
5380,5380,18.53917,-72.335,3718426,capital of a political entity,PPLC,Port-au-Prince
5382,5382,18.58333,-72.26667,8658948,third-order administrative division,ADM3,Tabarre quarter of Port-au-Prince
5390,5390,38.56347,68.79915,11594866,museum,MUS,Dushanbe
5406,5406,38.53575,68.77905,1221874,capital of a political entity,PPLC,Dushanbe
5407,5407,38.54904,68.73846,11594854,school,SCH,Dushanbe
5408,5408,43.65,51.16667,610612,seat of a first-order administrative division,PPLA,Aktau
5409,5409,47.11667,51.88333,610529,seat of a first-order administrative division,PPLA,Atyrau
5410,5410,42.87,74.59,1528675,capital of a political entity,PPLC,Bishkek 
5413,5413,40.55,73.3,7667445,second-order administrative division,ADM2,"Sogot village, Uzgen region of Osh Oblast"
5418,5418,40.99747,71.24784,1484842,first-order administrative division,ADM1,Tashkent to Namangan regions
5419,5419,40.75,72.33333,1484846,first-order administrative division,ADM1,Tashkent to Namangan regions
5420,5420,40.5,71.25,1484845,first-order administrative division,ADM1,Tashkent to Namangan regions
5421,5421,41.09764,70.51924,1504922,pass,PASS,Tashkent to Namangan regions
5430,5430,-5.0,145.5,2091993,first-order administrative division,ADM1,Madong Province VIDAR area
5432,5432,38.53575,68.77905,1221874,capital of a political entity,PPLC,Dushanbe
5436,5436,38.18523,69.23595,1346024,populated place,PPL,Dushanbe
5444,5444,-6.0586,145.3914,11610837,university,UNIV,Goroka
5449,5449,40.54446,72.79387,10300944,first-order administrative division,ADM1,"Osh-Batken-Isfana, Bishkek-Balikchi"
5450,5450,40.12767,71.72351,1528336,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5451,5451,39.97538,70.56958,1222687,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5452,5452,40.25684,72.12793,1527719,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5453,5453,40.31248,71.27253,8376186,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5454,5454,42.59845,75.81408,1527822,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5455,5455,39.94319,71.34184,1222635,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5456,5456,39.88349,70.17232,1222580,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5457,5457,42.46017,76.18709,1527004,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5458,5458,39.84759,69.64604,8377924,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5459,5459,40.26597,72.61834,1528339,populated place,PPL,"Osh-Batken-Isfana, Bishkek-Balikchi"
5460,5460,42.87,74.59,1528675,capital of a political entity,PPLC,"Osh-Batken-Isfana, Bishkek-Balikchi"
5461,5461,40.06259,70.81939,1528735,seat of a first-order administrative division,PPLA,"Osh-Batken-Isfana, Bishkek-Balikchi"
5462,5462,40.52828,72.7985,1527534,seat of a first-order administrative division,PPLA,"Osh-Batken-Isfana, Bishkek-Balikchi"
